Query	Document
who plays dusty in the movie pure country	"Pure Country is a 1992 American dramatic musical western film directed by Christopher Cain and starring George Strait in his acting debut, with Lesley Ann Warren, Isabel Glasser and Kyle Chandler. The film was considered a box office bomb, but it grossed over $15 million against a $10 million budget, and the soundtrack was a critical success and, to date, is Strait's best selling album. It was followed by two direct-to-video sequels, """" (2010) and """" (2017).
"
number of films in lord of the rings	"The Lord of the Rings is a film series of three epic fantasy adventure films directed by Peter Jackson, based on the eponymous novel written by J. R. R. Tolkien. The films are subtitled """" (2001), """" (2002) and """" (2003). They are a New Zealand-American venture, produced and distributed by New Line Cinema with the co-production of WingNut Films. The films feature an ensemble cast including Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving, Andy Serkis and Sean Bean.
"
how many seasons are in star wars the clone wars	"On March 11, 2013, Lucasfilm announced that ""Star Wars: The Clone Wars"" would be ""winding down,"" effectively canceling the series as Lucasfilm ended its contract with Cartoon Network, following its acquisition by Disney. The unreleased episodes that had already been produced are referred to as ""bonus content."" On January 16, 2014, the German television network Super RTL announced their plans to air the ""bonus content"" as a sixth season, which would consist of 13 episodes. Season 6, along with the other seasons and the feature film, were made available on Netflix on March 7, 2014.
"
who starred in the movie natural born killers	"Natural Born Killers is a 1994 American satirical black comedy crime film directed by Oliver Stone and starring Woody Harrelson, Juliette Lewis, Robert Downey Jr., Tom Sizemore, and Tommy Lee Jones. The film tells the story of two victims of traumatic childhoods who became lovers and mass murderers, and are irresponsibly glorified by the mass media.
"
who was the president of pakistan during 1971 war	"The Indian campaign's """"blitzkrieg"""" techniques exploited weaknesses in the Pakistani positions and bypassed opposition; this resulted in a swift victory. Faced with insurmountable losses, the Pakistani military capitulated in less than a fortnight and psychological panic spread in the Eastern Command's military leadership. Subsequently, the Indian Army encircled Dacca and issued an ultimatum to surrender in ""30-minutes"" time window on 16 December 1971. Upon hearing the ultimatum, the East-Pakistan government collapsed when the Lt-Gen. A.A.K. Niazi (Cdr. of Eastern Command) and his deputy, V-Adm. M.S. Khan, surrendered without offering any resistance. On 16 December 1971, Pakistan ultimately called for unilateral ceasefire and surrendered its entire four-tier military to the Indian Army– hence ending the Indo-Pakistani war of 1971.
"
where can carbon be found in the biosphere	"The terrestrial biosphere includes the organic carbon in all land-living organisms, both alive and dead, as well as carbon stored in soils. About 500 gigatons of carbon are stored above ground in plants and other living organisms, while soil holds approximately 1,500 gigatons of carbon. Most carbon in the terrestrial biosphere is organic carbon, while about a third of soil carbon is stored in inorganic forms, such as calcium carbonate. Organic carbon is a major component of all organisms living on earth. Autotrophs extract it from the air in the form of carbon dioxide, converting it into organic carbon, while heterotrophs receive carbon by consuming other organisms.
"
what nfl coach has the most wins ever	"Former head coach Don Shula holds the records for most wins with 347 and the most regular season wins with 328. Prior to Shula, the records for most wins and regular season wins were held by Chicago Bears founder George Halas with 318 and 324, which are the most with a single franchise. As of the third round of the 2018 NFL postseason, Bill Belichick has the most wins and regular season wins among active head coaches with 291 and 261 and holds the record for most playoff wins at 30.
"
who played adaline in the age of adaline	"The Age of Adaline is a 2015 American romantic fantasy film directed by Lee Toland Krieger and written by J. Mills Goodloe and Salvador Paskowitz. The film stars Blake Lively in the title role, with Michiel Huisman, Kathy Baker, Amanda Crew, Harrison Ford, and Ellen Burstyn in supporting roles. Narrated by Hugh Ross, the story follows Adaline Bowman, a young woman who stops aging after an accident at the age of 29.
"
when does middle-earth shadow of mordor come out	"Middle-earth: Shadow of Mordor is an open world action-adventure video game developed by Monolith Productions and published by Warner Bros. Interactive Entertainment. The game was released for Microsoft Windows, PlayStation 4, and Xbox One in September 2014 and PlayStation 3 and Xbox 360 in November 2014. An original non-canon story set in the legendarium created by J. R. R. Tolkien, the game takes place between the events of ""The Hobbit"" and ""The Lord of the Rings"". The player controls Talion, a Ranger who bonds with the wraith of the Elf Lord Celebrimbor, as the two set out to avenge the deaths of their loved ones. Players can engage in melee combat, and use wraith abilities to fight and manipulate enemies. The game introduces the Nemesis System, which allows the artificial intelligence of non-playable characters to remember their prior actions against the game's protagonist and react accordingly.
"
what is an example of an americanized mexican food created by tex-mex cuisine	"Some ingredients are common in Mexican cuisine, but other ingredients not typically used in Mexico are often added. Tex-Mex cuisine is characterized by its heavy use of shredded cheese, meat (particularly beef, pork and chicken), beans, peppers and spices, in addition to flour tortillas. Dishes such as Texas-style chili con carne, nachos, crispy tacos, and fajitas, are all Tex-Mex inventions. 
"
ethiopia flight 961 crashes in to the sea	"Ethiopian Airlines Flight 961 was a scheduled flight serving the route Addis Ababa–Nairobi–Brazzaville–Lagos–Abidjan. On 23 November 1996, the aircraft serving the flight, a Boeing 767-200ER, was hijacked en route from Addis Ababa to Nairobi by three Ethiopians seeking asylum in Australia. The plane crash-landed in the Indian Ocean near Grande Comore, Comoros Islands, due to fuel exhaustion; 125 of the 175 passengers and crew on board, including the three hijackers, died. The crash was captured on video.
"
when did god save the queen became the national anthem	"The 1836 article and other sources make it clear that this verse was not used soon after 1745, and certainly before the song became accepted as the British national anthem in the 1780s and 1790s. It was included as an integral part of the song in the ""Oxford Book of Eighteenth-Century Verse"" of 1926, although erroneously referencing the ""fourth verse"" to the ""Gentleman's Magazine"" article of 1745.
"
who heads the executive department of west virginia government	"The chief executive of West Virginia is the governor of West Virginia, who is elected to a four-year term at the same time as presidential elections. The governor is sworn in the January following the November election. A governor may only serve two consecutive terms. A governor may run for a third term, but an interceding election must occur. Democrat Jim Justice was elected governor in 2016, defeating Bill Cole in the general election.
"
when was the problem of cfc's discovered	"Since the late 1970s, the use of CFCs has been heavily regulated because of their destructive effects on the ozone layer. After the development of his electron capture detector, James Lovelock was the first to detect the widespread presence of CFCs in the air, finding a mole fraction of 60 ppt of CFC-11 over Ireland. In a self-funded research expedition ending in 1973, Lovelock went on to measure CFC-11 in both the Arctic and Antarctic, finding the presence of the gas in each of 50 air samples collected, and concluding that CFCs are not hazardous to the environment. The experiment did however provide the first useful data on the presence of CFCs in the atmosphere. The damage caused by CFCs was discovered by Sherry Rowland and Mario Molina who, after hearing a lecture on the subject of Lovelock's work, embarked on research resulting in the first publication suggesting the connection in 1974. It turns out that one of CFCs' most attractive features—their low reactivity— is key to their most destructive effects. CFCs' lack of reactivity gives them a lifespan that can exceed 100 years, giving them time to diffuse into the upper stratosphere. Once in the stratosphere, the sun's ultraviolet radiation is strong enough to cause the homolytic cleavage of the C-Cl bond. In 1978, under the Toxic Substances Control Act, the EPA banned commercial manufacturing and use of CFCS and aerosol propellants. This was later superseded by broader regulation by the EPA under the Clean Air Act to address stratospheric ozone depletion.
"
where does route 66 start on the west coast	"U.S. Route 66 (US 66, Route 66) is a part of a former United States Numbered Highway in the state of California that ran from the west in Santa Monica on the Pacific Ocean through Los Angeles and San Bernardino to Needles at the Arizona state line. It was truncated during the 1964 renumbering and its signage removed in 1974. The highway is now mostly replaced with several streets in Los Angeles, State Route 2 (SR 2), State Route 110 (SR 110), State Route 66 (SR 66), San Bernardino County Route 66 (CR 66), Interstate 15 (I-15), and I-40 (I-40).
"
who lives at the end of king lear	"Gloucester's bastard son Edmund resents his illegitimate status and plots to dispose of his legitimate older brother Edgar. He tricks his father with a forged letter, making him think that Edgar plans to usurp the estate. Earl of Kent returns from exile in disguise (calling himself Caius), and Lear hires him as a servant. At Albany and Goneril's house, Lear and Kent quarrel with Oswald, Goneril's steward. Lear discovers that now that Goneril has power, she no longer respects him. She orders him to reduce the number of his disorderly retinue. Enraged, Lear departs for Regan's home. The Fool reproaches Lear with his foolishness in giving everything to Regan and Goneril and predicts that Regan will treat him no better.
"
where is the tibia and fibula bone located	"The fibula or calf bone is a leg bone located on the lateral side of the tibia, with which it is connected above and below. It is the smaller of the two bones and in proportion to its length, the slenderest of all the long bones. Its upper extremity is small, placed toward the back of the head of the tibia, below the level of the knee joint, and excluded from the formation of this joint. Its lower extremity inclines a little forward, so as to be on a plane anterior to that of the upper end; it projects below the tibia, and forms the lateral part of the ankle-joint.
"
when was the last time mount ruapehu erupted	"2010 eruptions of Eyjafjallajökull
"
how many games in a row have the uconn women's basketball team won	"UConn owns the two longest winning streaks (men's or women's) in college basketball history. The longest streak, 111 straight wins, started with a win against Creighton on November 23, 2014, and ended on March 31, 2017 when a buzzer-beater at the end of overtime caused a 66-64 loss in the 2017 NCAA Final Four to Mississippi State. The second streak counts 90 consecutive wins, including two undefeated seasons (2008–09 and 2009–10), and was delimited by two losses against Stanford, the first on April 6, 2008 in the National Semifinals of the NCAA Tournament, and the second – three seasons later – on December 19, 2010.
"
what was the purpose of the mall of america	"The Mall of America (commonly, locally known as ""MOA"") is a shopping mall located in Bloomington, Minnesota, United States (a suburb of the Twin Cities). It lies southeast of the junction of Interstate 494 and Minnesota State Highway 77, north of the Minnesota River, and across the Interstate from the Minneapolis–St. Paul International Airport. Opened in 1992, it is the largest mall in the United States in terms of total floor area (including Nickelodeon Universe), the fifth largest mall in North America in terms of leaseable space and the twelfth largest in the world.
"
who invented the first home video security system	"Marie Van Brittan Brown (October 30, 1922 – February 2, 1999) was an African-American inventor. She was the inventor of the home security system ("""") in 1966, along with her husband Albert Brown. In the same year they jointly applied for a patent, which was granted in 1969. Brown was born in Jamaica, Queens, New York; she died there at the age of 76.
"
where is the suez canal located on a map	"The Suez Canal ( """") is a sea-level waterway in Egypt, connecting the Mediterranean Sea to the Red Sea through the Isthmus of Suez. Constructed by the Suez Canal Company between 1859 and 1869, it was officially opened on 17 November 1869. The canal offers watercraft a more direct route between the North Atlantic and northern Indian oceans via the Mediterranean and Red seas, thus avoiding the South Atlantic and southern Indian oceans and thereby reducing the journey distance from the Arabian Sea to London, for example, by approximately . It extends from the northern terminus of Port Said to the southern terminus of Port Tewfik at the city of Suez. Its length is , including its northern and southern access channels. In 2012, 17,225 vessels traversed the canal (an average of 47 per day).
"
when did the crucifix become the symbol of christianity	"Although Christians accepted that the cross was the gallows on which Jesus died, they had already begun in the 2nd century to use it as a Christian symbol. During the first three centuries of the Christian era the cross was ""a symbol of minor importance"" when compared to the prominence given to it later, but by the second century it was closely associated with Christians, to the point where Christians were mocked as ""adorers of the gibbet"" (""crucis religiosi""), an accusation countered by Tertullian. and it was already a tradition for Christians to trace repeatedly on their foreheads the sign of the cross. Martin Luther at the time of the Reformation retained the cross and crucifix in the Lutheran Church, which remains an important feature of Lutheran devotion and worship today. Luther wrote: ""Crux sola est nostra theologia"", ""The cross alone is our theology.""
"
how many countries are a part of opec	"The Organization of the Petroleum Exporting Countries (OPEC, ) is an intergovernmental organization of nations, founded in 1960 in Baghdad by the first five members (Iran, Iraq, Kuwait, Saudi Arabia, and Venezuela), and headquartered since 1965 in Vienna, Austria. the then 14 member countries accounted for an estimated 44 percent of global oil production and 81.5 percent of the world's ""proven"" oil reserves, giving OPEC a major influence on global oil prices that were previously determined by the so called ""Seven Sisters” grouping of multinational oil companies.
"
what kind of fish live in the salton sea	"Due to the high salinity, very few fish species can tolerate living in the Salton Sea. Introduced tilapia are the main fish that can tolerate the high salinity levels and pollution. Other freshwater fish species live in the rivers and canals that feed the Salton Sea, including threadfin shad, carp, red shiner, channel catfish, white catfish, largemouth bass, mosquitofish, sailfin molly, and the vulnerable desert pupfish.
"
when were 2 dollar bills stopped being made	"Beginning in the 1950s, production of $2 bills began to decrease. The relative scarcity of the notes led some to start saving any they received, with the inevitable result that the bills became less common in circulation. Currently, the circulation of $2 bills accounts for around 1% of the U.S. currency in circulation.
"
how many episodes are there in ordeal by innocence	"Ordeal by Innocence is a three-part BBC drama that was first broadcast during April 2018. It is based on the Agatha Christie novel of the same name and is the third English-language filmed version to be broadcast. The drama stars Morven Christie, Bill Nighy, Anna Chancellor, Alice Eve and Eleanor Tomlinson amongst others.
"
who brought the idea of castles to england	"Castles served a range of purposes, the most important of which were military, administrative, and domestic. As well as defensive structures, castles were also offensive tools which could be used as a base of operations in enemy territory. Castles were established by Norman invaders of England for both defensive purposes and to pacify the country's inhabitants. As William the Conqueror advanced through England, he fortified key positions to secure the land he had taken. Between 1066 and 1087, he established 36 castles such as Warwick Castle, which he used to guard against rebellion in the English Midlands.
"
who sings in walk hard the dewey cox story	"Walk Hard: The Dewey Cox Story is a 2007 American comedy film directed by Jake Kasdan, and written by Kasdan and co-producer Judd Apatow. It stars John C. Reilly, Jenna Fischer, Tim Meadows and Kristen Wiig. The plot echoes the storyline of 2005's Johnny Cash biopic ""Walk the Line"" and 2004's Ray Charles biopic ""Ray"". ""Walk Hard"" is a parody of the biopic genre as a whole.
"
what happened to the actor who played frost on rizzoli and isles	"Young played the role of Al Gough, an FBI agent, in the ABC television drama ""FlashForward"". He was written off the show in episode 7, when his character committed suicide to prevent the death of an innocent civilian. His last acting role was playing Barry Frost, partner of Jane Rizzoli (Angie Harmon) on the TNT drama ""Rizzoli & Isles"", and he made an appearance on the Fox drama ""The Good Guys"" as the brother and business partner of an arms dealer.
"
who is the actor that plays dr. sean murphy	"On September 25, 2017, New Line Cinema announced that the sequel would be released on September 6, 2019, with Gary Dauberman writing the script. Later in December 2017, ""Agent Cody Banks"" writer Jeffrey Jurgensen was also listed as a screenwriter. , Jessica Chastain was in negotiations to star as the adult Beverly Marsh. In April 2018, James McAvoy and Bill Hader entered negotiations to play the adult Bill Denbrough and Richie Tozier. In May 2018, James Ransone revealed on Twitter that he would play the adult Eddie Kaspbrak. Shortly afterwards, Andy Bean and Jay Ryan had joined the cast to play the adult Stanley Uris and Ben Hanscom respectively. In June 2018, Isaiah Mustafa signed on to play the adult Mike Hanlon.
"
when does season 13 of america's got talent premiere	"Katy Perry, Luke Bryan and Lionel Richie were the three judges and Ryan Seacrest returned as host. The sixthteen season premiered on March 11, 2018. The season was again shortened compared to the previous season to twelve weeks, with multiple elimination in the final rounds. On May 21, 2018 the season concluded, crowning Maddie Poppe winner and Caleb Lee Hutchinson runner-up.
"
where does the coral sea meet the pacific ocean	"The Coral Sea () is a marginal sea of the South Pacific off the northeast coast of Australia, and classified as an interim Australian bioregion. The Coral Sea extends down the Australian northeast coast.
"
what was the first kind of vertebrate to exist on earth	"Vertebrates originated about 525 million years ago during the Cambrian explosion, which saw the rise in organism diversity. The earliest known vertebrate is believed to be the ""Myllokunmingia"". Another early vertebrate is ""Haikouichthys ercaicunensis"". Unlike the other fauna that dominated the Cambrian, these groups had the basic vertebrate body plan: a notochord, rudimentary vertebrae, and a well-defined head and tail. All of these early vertebrates lacked jaws in the common sense and relied on filter feeding close to the seabed. A vertebrate group of uncertain phylogeny, small-eel-like conodonts, are known from microfossils of their paired tooth segments from the late Cambrian to the end of the Triassic.
"
what culture region is germany a part of	"Central Germany (cultural area)
"
the fellowship of the ring director's cut length	"The Lord of the Rings is a film series of three epic fantasy adventure films directed by Peter Jackson, based on the eponymous novel written by J. R. R. Tolkien. The films are subtitled """" (2001), """" (2002) and """" (2003). They are a New Zealand-American venture, produced and distributed by New Line Cinema with the co-production of WingNut Films. The films feature an ensemble cast including Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving, Andy Serkis and Sean Bean.
"
who had the best strike rate among batsmen who scored over 200 runs in the world cup	"Most players have career batting averages in the range of 20 to 40. Among players with a minimum of 20 innings played or completed, the highest Test batting average belongs to Australia's Sir Donald Bradman, with 99.94.
"
where is the new stadium being built in las vegas	"Las Vegas Stadium is the working name for a domed stadium under construction in Paradise, Nevada for the Las Vegas Raiders of the National Football League (NFL) and the UNLV Rebels football team of the University of Nevada, Las Vegas (UNLV). It is located on about 62 acres west of Mandalay Bay at Russell Road and Hacienda Avenue and between Polaris Avenue and Dean Martin Drive, just west of Interstate 15. Construction of the $1.8-billion stadium began on September 18, 2017 and is expected to be completed on July 31, 2020, in time for the 2020 NFL season and the 2020 NCAA season.
"
who was president when the panama canal was built	"Colombia, France, and later the United States controlled the territory surrounding the canal during construction. The US continued to control the canal and surrounding Panama Canal Zone until the 1977 Torrijos–Carter Treaties provided for handover to Panama. After a period of joint American–Panamanian control, in 1999, the canal was taken over by the Panamanian government. It is now managed and operated by the government-owned Panama Canal Authority.
"
who does claire from mcleods daughters end up with	"Meanwhile, a young orphaned girl named Quinn (Kaitlyn Maher) arrives at an orphanage run by a selfish, bad-tempered woman named Ms. Stout (Wendi McLendon-Covey) who does not approve of anything that children love: toys, Christmas decorations, singing, and even pets. She has a furnace which she uses to burn all the toys which she confiscates from the girls who rightfully own them. Despite the strict rules she has to respect while staying at the foster home, Quinn eventually befriends the girls, including Janie (G Hannelius), Meg, Taylor, Mary and Willamina ""Will"" (Madison Pettis) who has lost her love of the holiday after the death of her parents years ago.
"
what is the main industry in the canadian shield	"The Canadian Shield, also called the Laurentian Plateau, or """" (French), is a large area of exposed Precambrian igneous and high-grade metamorphic rocks (geological shield) that forms the ancient geological core of the North American continent (the North American Craton or Laurentia). Composed of igneous rock resulting from its long volcanic history, the area is covered by a thin layer of soil. With a deep, common, joined bedrock region in eastern and central Canada, it stretches north from the Great Lakes to the Arctic Ocean, covering over half of Canada; it also extends south into the northern reaches of the United States. Human population is sparse, and industrial development is minimal, while mining is prevalent.
"
what nba team did derrick rose play for	"Derrick Martell Rose (born October 4, 1988) is an American professional basketball player for the Detroit Pistons of the National Basketball Association (NBA). He played one year of college basketball for the Memphis Tigers before being drafted first overall by his hometown Chicago Bulls in the 2008 NBA draft. After being named the NBA Rookie of the Year, Rose, at age 22, became the youngest player to win the NBA Most Valuable Player Award in 2011.
"
what is the name of the muslim dress	"Islamic clothing refers to clothing worn by Muslims, which varies by region, culture, country, tribe, personal preference, and other demographics. Despite the wide range of styles, Islamic clothing generally follows the rules of hijab for women.
"
tallest building in the world of all time	"The tallest building in the world, as of 2020, is Burj Khalifa. The title of ""world's tallest building"" has been borne by various buildings, such as the Rouen Cathedral and the Empire State Building.
"
where does kfc get their chicken in south africa	"All of the chicken sold is reared in South Africa.
"
who sings the skye boat song on outlander	"Bear McCreary adapted the song as the opening titles of the 2014 TV series ""Outlander"", sung by Raya Yarbrough, changing the text of Robert Louis Stevenson's poem ""Sing Me a Song of a Lad That Is Gone"" (1892) to fit the story.
"
season 2 this is us number of episodes	"The second season, consisting of 18 episodes, aired from September 26, 2017, to March 13, 2018, on NBC. ""This Is Us"" served as the lead-out program for Super Bowl LII in February 2018 with the second season's fourteenth episode.
"
when was the movie the king and i made	"The King and I (1956 film)
"
where does kfc get their chicken in south africa	"All of the chicken sold is reared in South Africa.
"
who has the power to approve or veto legislation constitution	"Treaty power is a co-ordinated effort between the Executive branch and the Senate. The President may form and negotiate, but the treaty must be advised and consented to by a two-thirds vote in the Senate. Only after the Senate approves the treaty can the President ratify it. Once it is ratified, it becomes binding on all the states under the Supremacy Clause. While the House of Representatives does not vote on it at all, the requirement for the Senate's advice and consent to ratification makes it considerably more difficult to rally enough political support for international treaties. Also, if implementation of the treaty requires the expenditure of funds, the House of Representatives may be able to block or at least impede such implementation by refusing to vote for the appropriation of the necessary funds.
"
when did rob dyrdek's fantasy factory end	"The sixth season was originally announced to be the final season, but in June 2014, MTV announced that ""Fantasy Factory"" would return for a seventh season. The seventh season premiered on January 1, 2015 and ended March 5, 2015.
"
when was the last time the boston red sox pitched a no-hitter	"One perfect game, a special subcategory of no-hitter, has been pitched in Red Sox history. As defined by Major League Baseball, ""in a perfect game, no batter reaches any base during the course of the game."" Every opposing batter is retired. This feat was achieved by Cy Young in 1904. Young's perfect game, pitched on May 5, 1904, also was the first no-hitter in Red Sox history; the most recent Red Sox no-hitter was thrown by Jon Lester on May 19, 2008.
"
when did the isle of wight become an island	"During the last Ice Age, sea levels were lower and the Solent was part of a river flowing southeast from current day Poole Harbour towards mid-Channel. As sea levels rose, the river valley became flooded, and the chalk ridgeline west of the Needles breached to form the island. The Isle of Wight is first mentioned in writing in ""Geography"" by Ptolemy.
"
where is hallmark channel home and family filmed	"""Home and Family"" is a two-hour daily Hallmark series, recorded before a studio audience on Tuesdays and Thursdays, in Los Angeles, California. Steines said that the decision for that was made to encourage actors to be on the show, without having to wake at 4:00 a.m. The focus of the show is simply entertainment and tips within a ""wholesome image"". They refrain from discussions on current events or politics and censor themselves in speech; as an example, the word ""breast"" may not be used.
"
what material was used to build the roofs of houses in burzahom	"The Burzahom site is a prehistoric settlement in the village of the same name in the Srinagar District. It is to the northeast of Srinagar on the Naseem-Shalimar road. The elevation of the site is above sea-level. It is the northernmost excavated Neolithic site of India. The site is on an ancient Pleistocene lake bed. The location is in a high terrace which is part of the floodplain of the Jhelum river and has Karewa soil (clay) formation. The site has a commanding view of the Dal lake which is about away. In the Kashmiri language 'Burzahom' means ""birch"", a tree species (that generally grows in the elevation range of in the Himalayas), which is found in the excavated housing area in the form of roofing material, and thus confirming the existence of the tree even in the pre-historic Neolithic times.
"
when did the revolution begin in the united states	"The American Revolution was a colonial revolt which occurred between 1765 and 1783. The American Patriots in the Thirteen Colonies defeated the British in the American Revolutionary War (1775–1783) with the assistance of France, winning independence from Great Britain and establishing the United States of America.
"
which country is the last member of saarc	"The South Asian Association for Regional Cooperation (SAARC) is the regional intergovernmental organization and geopolitical union of states in South Asia. Its member states include Afghanistan, Bangladesh, Bhutan, India, the Maldives, Nepal, Pakistan and Sri Lanka. SAARC comprises 3% of the world's area, 21% of the world's population and 3.8% (US$2.9 trillion) of the global economy, as of 2015.
"
who sang it must have been love but its over now	"""Only Love Can Break Your Heart"" is a song written by Neil Young. It has been covered by many bands, including a 1990 single by Saint Etienne.
"
who came up with the term baby boomer	"The term baby boom refers to a noticeable increase in the birth rate. The post-war population increase was described as a ""boom"" by various newspaper reporters, including Sylvia F. Porter in a column in the May 4, 1951, edition of the ""New York Post"", based on the increase of 2,357,000 in the population of the U.S. in 1950. The first recorded use of ""baby boomer"" is in a January 1963 ""Daily Press"" article describing a massive surge of college enrollments approaching as the oldest boomers were coming of age. The ""Oxford English Dictionary"" dates the modern meaning of the term to a January 23, 1970 article in ""The Washington Post"".
"
who is the team that beat the eagles this season	"The Philadelphia Eagles are a professional American football team based in Philadelphia, Pennsylvania. The Eagles compete in the National Football League (NFL) as a member club of the league's National Football Conference (NFC) East division. In the 2017 season the team won Super Bowl LII, their first Super Bowl win in franchise history and their fourth NFL title overall, after winning the Championship Game in 1948, 1949, and 1960.
"
who can be called a man of god	"Man of God is a biblical title of respect applied to prophets and beloved religious leaders. The term appears 78 times in 72 verses of the Bible, in application to up to 13 individuals:
"
the most common form of megalithic architecture in europe is	"The most common type of megalithic construction in Europe is the portal tomb – a chamber consisting of upright stones (orthostats) with one or more large flat capstones forming a roof. Many of these, though by no means all, contain human remains, but it is debatable whether use as burial sites was their primary function. The megalithic structures in the northwest of France are believed to be the oldest in Europe based on radiocarbon dating. Though generally known as ""dolmens"", the term most accepted by archaeologists is ""portal tomb"". However many local names exist, such as ""anta"" in Galicia and Portugal, ""stazzone"" in Sardinia, ""hunebed"" in the Netherlands, ""Hünengrab"" in Germany, ""dysse"" in Denmark, and ""cromlech"" in Wales. It is assumed that most portal tombs were originally covered by earthen mounds.
"
who developed the concept of total quality management	"In the spring of 1984, an arm of the United States Navy asked some of its civilian researchers to assess statistical process control and the work of several prominent quality consultants and to make recommendations as to how to apply their approaches to improve the Navy's operational effectiveness. The recommendation was to adopt the teachings of W. Edwards Deming. The Navy branded the effort ""Total Quality Management"" in 1985.
"
where does kevins family go in home alone 2	"In the film, taking place one year after the events of ""Home Alone"", Kevin and his family decide to take a trip to Florida, but Kevin accidentally boards the wrong plane and instead ends up in New York City. He tries to make do with what he has, such as using his father's credit card to stay at the Plaza Hotel, but is soon confronted by the recently-escaped Wet Bandits. Using his wits to survive and befriending unlikely locals, Kevin must outrun and out-prank his old enemies again, while his family tries desperately to find him.
"
who played the king in the ten commandments	"The Ten Commandments (, ""Aseret ha'Dibrot""), also known as the Decalogue, are a set of biblical principles relating to ethics and worship, which play a fundamental role in the Abrahamic religions. The Ten Commandments appear twice in the Hebrew Bible, in the books of Exodus and Deuteronomy. The commandments include instructions to worship only God, to honour one's parents, and to keep the sabbath day holy, as well as prohibitions against idolatry, blasphemy, murder, adultery, theft, dishonesty, and coveting. Different religious groups follow different traditions for interpreting and numbering them. 
"
region of antarctica where march of the penguins filmed	"Director and film crew spent more than 13 months at the Dumont d'Urville Station, where the Institut polaire français Paul-Émile Victor is based. Although the penguins' meeting place, one of four in Antarctica, was known to be near, the day on which it occurs is not known, so they had to be ready every day. Fortunately, the gathering that year was huge – more than 1,200 penguins, compared with the norm of a few hundred.
"
who played tom in four weddings and a funeral	"Four Weddings and a Funeral is a 1994 British romantic comedy film directed by Mike Newell. It was the first of several films by screenwriter Richard Curtis to feature Hugh Grant, and follows the adventures of Charles (Grant) and his circle of friends through a number of social occasions as they each encounter romance. Andie MacDowell stars as Charles' love interest Carrie, with Kristin Scott Thomas, James Fleet, Simon Callow, John Hannah, Charlotte Coleman, David Bower, Corin Redgrave and Rowan Atkinson in supporting roles.
"
which condition would most likely require nutrition delivered through tpn	"TPN may be the only feasible option for providing nutrition to patients who do not have a functioning gastrointestinal tract or who have disorders requiring complete bowel rest, including bowel obstruction, short bowel syndrome, gastroschisis, prolonged diarrhea regardless of its cause, very severe Crohn's disease or ulcerative colitis, and certain pediatric GI disorders including congenital GI anomalies and necrotizing enterocolitis.
"
who wrote antigone and what are the dates of his birth and death	"Antigonon leptopus
"
who has the most olympic medals in figure skating	"Canadian ice dancers Tessa Virtue and Scott Moir are the only figure skaters to win five Olympic medals (3 gold, 2 silver). Swedish figure skater Gillis Grafström (3 gold, 1 silver) and Russian figure skater Evgeni Plushenko (2 gold, 2 silver) each have four medals. Seventeen figure skaters have won three medals.
"
philadelphia is known as the city of what	"Penn named the city Philadelphia, which is Greek for ""brotherly love,"" derived from the Ancient Greek terms φίλος ""phílos"" (beloved, dear) and ἀδελφός ""adelphós"" (brother, brotherly). As a Quaker, Penn had experienced religious persecution and wanted his colony to be a place where anyone could worship freely. This tolerance, far more than afforded by most other colonies, led to better relations with the local native tribes and fostered Philadelphia's rapid growth into America's most important city.
"
who proved that cells come from other cells	"In biology, cell theory is the historic scientific theory, now universally accepted, that living organisms are made up of cells, that they are the basic structural/organizational unit of all organisms, and that all cells come from pre-existing cells. Cells are the basic unit of structure in all organisms and also the basic unit of reproduction. With continual improvements made to microscopes over time, magnification technology advanced enough to discover cells in the 17th century. This discovery is largely attributed to Robert Hooke, and began the scientific study of cells, also known as cell biology. Over a century later, many debates about cells began amongst scientists. Most of these debates involved the nature of cellular regeneration, and the idea of cells as a fundamental unit of life. Cell theory was eventually formulated in 1839. This is usually credited to Matthias Schleiden and Theodor Schwann. However, many other scientists like Rudolf Virchow contributed to the theory. It was an important step in the movement away from spontaneous generation.
"
who did cubs beat in 2016 world series	"The Cubs have appeared in a total of eleven World Series. The 1906 Cubs won 116 games, finishing 116–36 and posting a modern-era record winning percentage of , before losing the World Series to the Chicago White Sox (""The Hitless Wonders"") by four games to two. The Cubs won back-to-back World Series championships in 1907 and 1908, becoming the first major league team to play in three consecutive World Series, and the first to win it twice. Most recently, the Cubs won the 2016 National League Championship Series and 2016 World Series, which ended a 71-year National League pennant drought and a 108-year World Series championship drought, both of which are record droughts in Major League Baseball. The 108-year drought was also the longest such occurrence in all major North American sports. Since the start of divisional play in 1969, the Cubs have appeared in the postseason ten times through the 2018 season.
"
