Query	Document
who came up with popcorn at the movies	"During the Great Depression, popcorn was fairly inexpensive at 5–10 cents a bag and became popular. Thus, while other businesses failed, the popcorn business thrived and became a source of income for many struggling farmers, including the Redenbacher family, namesake of the famous popcorn brand. During World War II, sugar rations diminished candy production, and Americans compensated by eating three times as much popcorn as they had before. The snack was popular at theaters, much to the initial displeasure of many of the theater owners, who thought it distracted from the films. Their minds eventually changed, however, and in 1938 a Midwestern theater owner named Glen W. Dickson installed popcorn machines in the lobbies of his theaters. The venture was a financial success, and the trend soon spread.
"
who lived in jamestown before the arrival of the english	"The following Piscataway tribes lived on the eastern bank of the Potomac, from south to north: Yaocomicoes, Chopticans, Nanjemoys, Potopacs, Mattawomans, Piscataways, Patuxents, and Nacotchtanks. The area in which the Nacotchtank lived is now the District of Columbia. On the west bank of the Potomac river in what is now Virginia were the related tribes of the Patawomeck and the Doeg. Further west in the Appalachian Mountains, the Shawnee lived near Oldtown at a site abandoned around 1731. On the Eastern Shore of the Chesapeake, from south to north, there were the Nanticoke tribes: Annemessex, Assateagues, Wicomicoes, Nanticokes, Chicacone, and, on the north bank of the Choptank River, the Choptanks. The Tockwogh tribe lived near the headwaters of the Chesapeake near what is now Delaware. They were driven further north by enemies and eventually broke apart, with some staying in the region, others merging with the Nanticoke and others, known as the Conoy, migrated west into West Virginia. Some appeared around the end of the 18th century at Fort Detroit in Michigan.
"
who was selected for the 2018 football hall of fame	"The 2018 UCF Knights football team represented the University of Central Florida (UCF) during the 2018 NCAA Division I FBS football season. They played their home games at Spectrum Stadium in Orlando, Florida, and were led by first-year head coach Josh Heupel. The Knights competed as members of the East Division of the American Athletic Conference. The 2018 season marked the 40th season of football for the Knights program.
"
who won the battle of britain in ww2	"The Battle of Badr (), fought on Tuesday, 13 March 624 CE (17 Ramadan, 2 AH in the Islamic calendar) in the Hejaz region of western Arabia (present-day Saudi Arabia), was a key battle in the early days of Islam and a turning point in Muhammad's struggle with his opponents among the Quraish in Mecca. The battle has been passed down in Islamic history as a decisive victory attributable to divine intervention, or by secular sources to the strategic genius of Muhammad. It is one of the few battles specifically mentioned in the Quran. All knowledge of the battle at Badr comes from traditional Islamic accounts, both hadiths and biographies of Muhammad, recorded in written form some time after the battle. There is little evidence outside of these of the battle. There are no descriptions of the battle prior to the 9th century.
"
who was hope brady's mother on days of our lives	"As the novel begins in the time between Christmas and New Year's, Charles, several days short of his 27th birthday, is dealing with his mentally ill mother's recent hospitalization. His 19-year-old sister is home from college for the holidays. Neither is fond of their step-father Pete, a friend of their late father, who died of a heart attack at the age of 39. His mother has been hospitalized in a mental institution in the past.
"
who played ricky in secret life of the american teenager	"John Connor is a fictional character and the primary protagonist of the ""Terminator"" franchise. Created by writer and director James Cameron, the character is first referred to in the 1984 film ""The Terminator"" and first appears in its 1991 sequel """" initially portrayed by Michael Edwards (briefly as the older Connor) and then by teenage actor Edward Furlong throughout the remainder of the film; in addition, Linda Hamilton's real-life son Dalton Abbot played John as a toddler in a dream sequence. The character is subsequently portrayed in the films by Nick Stahl in """" (2003), Christian Bale in ""Terminator Salvation"" (2009), Jason Clarke in ""Terminator Genisys"" (2015). John was portrayed by Thomas Dekker as a teenager and John De Vito as a child in the television series """" (2008–2009) and by Gideon Emery, who voiced the character in a video game based on the fourth film respectively. Furlong will reprise the role in the upcoming """" (2019).
"
where is the inscription on the statue of liberty	"After a statue of San Martín was commissioned by Argentina to be placed in the city of Buenos Aires, several provinces of the country requested replicas to be placed on their capital cities. In 1950, the city of Neuquén created a commission to erect the city's monument. The commission resolved to locate the statue on the city center, and hired an Italian company to build the pedestal.
"
who is the guy that jumped from space	"In an interview with Disney Channel's commercial-segment, ""Disney 365"", Selena Gomez discussed her interpretations of the songs on the soundtrack saying: """"Disappear"" is more of a romantic song. It's basically talking about how a girl likes a guy and they [she] don't want him to disappear, and then ""Magical"" is about casting a spell on a guy and this song, ""Magic"", ties into ""Wizards of Waverly Place: The Movie"""". Although recorded for the episode, ""Make It Happen"" doesn't appear on the album, for an unknown reason.
"
when did the east india company take control of india	"The company received a Royal Charter from Queen Elizabeth I on 31 December 1600, coming relatively late to trade in the Indies. Before them the Portuguese Estado da Índia had traded there for much of the 16th century and the first of half a dozen Dutch Companies sailed to trade there from 1595. These Dutch companies amalgamated in March 1602 into the United East Indies Company (VOC), which introduced the first permanent joint stock from 1612 (meaning investment into shares did not need to be returned, but could be traded on a stock exchange). By contrast, wealthy merchants and aristocrats owned the EIC's shares. Initially the government owned no shares and had only indirect control until 1657 when permanent joint stock was established.
"
how did leo dalton die in silent witness	"Research is currently being done using functional magnetic resonance imaging (fMRI) to witness the difference in how language is processed in normal brains vs aphasic brains. This will help researchers to understand exactly what the brain must go through in order to recover from Traumatic Brain Injury (TBI) and how different areas of the brain respond after such an injury.
"
what is australia's location in the world and region	"A cradle of civilization is a location where civilization is understood to have emerged. Current thinking is that there was no single ""cradle"", but several civilizations that developed independently, with the Fertile Crescent (Ancient Egypt, Mesopotamia), Ancient India, and Ancient China understood to be the earliest. The extent to which there was significant influence between the early civilizations of the Near East and those of East Asia (Far East) is disputed. Scholars accept that the civilizations of Mesoamerica, mainly in modern Mexico, and Norte Chico, in the north-central coastal region of Peru, emerged independently from those in Eurasia.
"
how many episodes in season 4 of last ship	"The serial was produced by United Productions for Anglia Television, and screened on the ITV network in 1997. It was created by Paul Abbott. The first season consists of six 50-minute (one-hour with advertisements) episodes written by Abbott with Russell T Davies. The popularity of the serial led to two sequel serials in 1998 and 1999, although not written by Abbott or Davies. The first episode aired on 29 April 1997, and the last on 6 June 1999, after 16 episodes and 3 seasons.
"
when did all night long come out lionel richie	"Marin now knows what the next mutation will be and is proved right when food again goes missing from the fields. With Hafner only partially convinced, he seeks out the new creature. Hafner wants to shoot it, but Marin convinces him not to, knowing that a further mutated creature will be unstopable. They come face-to-face with the creature and the story ends with the line:- ""It looked very much like a man.""
"
who were the first kings to issue coins bearing their names	"The Satavahanas are among the earliest Indian rulers to issue their own coins with portraits of their rulers, starting with king Gautamiputra Satakarni, a practice derived from that of the Western Kshatrapas he defeated, itself originating with the Indo-Greek kings to the northwest.
"
who sings she's like the wind lyrics	"The music to ""Man Gave Names to All the Animals"" is reggae-inspired. The lyrics were inspired by the biblical Book of Genesis, verses 2:19–20 in which Adam named the animals and birds. The lyrics have an appeal to children, rhyming the name of the animal with one of its characteristics. So after describing an animal's ""muddy trail"" and ""curly tail,"" Dylan sings that ""he wasn't too small and he wasn't too big"" and so that animal was named a pig. Similarly, the cow got its name because Adam ""saw milk comin' out but he didn't know how"" and the bear got its name because it has a ""great big furry back and furry hair.""
"
who were the first kings to issue coins bearing their names	"The Satavahanas are among the earliest Indian rulers to issue their own coins with portraits of their rulers, starting with king Gautamiputra Satakarni, a practice derived from that of the Western Kshatrapas he defeated, itself originating with the Indo-Greek kings to the northwest.
"
where is nuclear energy used most in the world	"The Chernobyl disaster was a nuclear accident that occurred on 26 April 1986 at the No. 4 nuclear reactor in the Chernobyl Nuclear Power Plant, near the city of Pripyat in the north of the Ukrainian SSR. It is considered the worst nuclear disaster in history and is one of only two nuclear energy disasters rated at seven—the maximum severity—on the International Nuclear Event Scale; the other being the 2011 Fukushima Daiichi nuclear disaster in Japan.
"
what is the inner core of the earth made from	"There are no samples of the Earth's core available for direct measurement, as there are for the Earth's mantle. The information that we have about it mostly comes from analysis of seismic waves and the magnetic field. The inner core is believed to be composed of an iron–nickel alloy with some other elements. The temperature at the inner core's surface is estimated to be approximately or 9806 °F, which is about the temperature at the surface of the Sun.
"
who did the us share the oregon country with	"In 1410, Stephen married Anna of Veldenz, who died in 1439. After the death of Anna's father in 1444, Stephen also gained control of Veldenz and of the Veldenz share of Sponheim. In the same year, he also divided the country between his sons Frederick I, who became Count Palatine of Simmern, and Louis I, who became Count Palatine of Zweibrücken. In 1448 he succeeded to one part of Palatinate-Neumarkt and sold the other to his younger brother Otto.
"
mention the chemical change that proinsulin undergo to be able to act as mature insulin	"The post translational modification of proinsulin to mature insulin only occurs in the beta cells of the islets of Langerhans. When proinsulin is transported through the Golgi apparatus the C-peptide is cleaved. This cleavage occurs with the aid of two endoproteases. Type I endoproteases, PC1 and PC3, disrupt the C peptide-B chain connection. PC2, a type II endoprotease, cleaves the C peptide-A chain bond. The resulting molecule, now mature insulin, is stored as a hexamer in secretory vesicles and is stabilized with formula_1 molecules until it is secreted.
"
who is the quarterback for the green bay packers	"Folklore of the romantic period attributed the colours to virtues: red for strength, white for faithfulness and green for hope. Alternatively, red for the blood spilled for the fatherland, white for freedom and green for the land, for the pastures of Hungary. The new constitution, which took effect on 1 January 2012, makes the ""ex-post"" interpretation mentioned first official (in the semi-official translation: strength (""erő""), fidelity (""hűség"") and hope (""remény"")).
"
what age do you need to be to buy a bb gun	"Anticoagulants, often called blood thinners, are medications that keep blood from clotting as easily. They are often used to treat blood clots. You might also take them if you have a condition that increases your risk of having a blood clot.In rare cases, anticoagulants can cause hemotympanum without any underlying cause or injury. If you do injure your head while taking them, you’re also more likely to have hemotympanum.If this happens, your doctor might suggest you stop taking anticoagulant medication for a brief period of time while your ear heals. However, make sure you talk to your doctor before you stop taking any prescribed medications. You may also need antibiotics to avoid an ear infection.
"
actor who plays dr avery on grey's anatomy	"In the movie, Le Fou was voiced by Venezuelan voice actor Jesse Corti, who also voiced Le Fou in the Spanish-language dub of the film, making Le Fou one of the few characters to share the same voice actor in two different dubs of the movie.
"
the assassination of gianni versace american crime story season 2 episode 2	"On March 23, 2017, CBS renewed the series for an eighth season, which premiered on September 29, 2017. Filming for the season began on July 8, 2017 with a traditional Hawaiian blessing. Series star Alex O'Loughlin made both his writer and directorial debut during the season. O'Loughlin directed the eighteenth episode of the season and wrote the story for the twenty-fourth episode of the season. The final script for the season was written around early March 2018. Filming on the final episode of the season concluded in the third week of April. The final episode of the season aired on May 18, 2018.
"
who sang i'm gonna run away from you	"John Mulvey of ""NME"" described ""Seven Nation Army"" as a ""diatribe against fame"". The song's lyrics were inspired by the growing attention received by the White Stripes. According to Jack White, the song tells the story of a person who, upon entering a town, hears its residents gossiping about him and proceeds to leave the town in response. Driven by a sense of loneliness, he ultimately returns. Regarding the song's meaning, White stated, ""The song's about gossip. It's about me, Meg and the people we're dating."" Maginnis described the lyrics as presenting an ""obstinate attitude"", citing the opening lines: ""I'm gonna fight 'em off/ A seven nation army couldn't hold me back/ They're gonna rip it off/ Taking their time right behind my back"".
"
who sang the theme song to step by step	"In the Clint Eastwood movie ""Jersey Boys"", songwriter Bob Gaudio of ""The 4 Seasons"" is asked who the girl is in his song ""Cry For Me"". He makes reference to T.S. Eliot's topic, ""the Objective Correlative"", as the subject being every girl, or any girl. In adherence to this reference, the author allows himself the literary license to step outside the scope of his personal experience, and to conjecture about the emotions and responses inherent with the situation, and utilize the third party perspective in the first party presentation.
"
when did red bull come to the united states	"Historians debating the origins of the American Civil War focus on the reasons why seven Southern states declared their secession from the United States (the Union), why they united to form the Confederate States of America (simply known as the ""Confederacy""), and why the North refused to let them go. While most historians agree that conflicts over slavery caused the war, they disagree sharply regarding which kinds of conflict—ideological, economic, political, or social—were most important.
"
when did hollywood become the centre of the film industry	"Since WW2, industry funding of science has consistently represented the second largest source of funding for academic science. Industry funding of academic science did expand during the 1980s and 1990s following the passing of the Bayh-Dohl Act and a variety of both State and Federal proposals to increase funding for joint industry academic partnerships. In the 2000s there has been a small retraction of industry funding for academic science while overall industry R&D funding has expanded. ). However, industry funding may be broadening its scope as industry funding of basic science increasing dramatically over that same period, but much of this funding remains in-house.
"
who sang a whiter shade of pale first	"The wingspan is about 23 mm. The forewings are whitish-ochreous suffused with pale brownish-ochreous and with a dark fuscous spot on the costa at one-fourth, from where proceeds an irregular-dentate fuscous line to two-fifths of the dorsum, preceded in the disc by raised scales. There is a large dark brown transverse blotch resting on the middle of the costa and reaching to near the dorsum before the tornus, connected by a brown cloud in the disc with the preceding line. A curved-angulated transverse series of dark fuscous dots is found parallel to the posterior edge of this, forming a dark fuscous spot on the costa, and followed by a brown shade enlarged on the lower half into a rounded dark brown tornal blotch. There is also a terminal series of dark fuscous marks. The hindwings are dark fuscous.
"
what is the money called in south korea	"The following Piscataway tribes lived on the eastern bank of the Potomac, from south to north: Yaocomicoes, Chopticans, Nanjemoys, Potopacs, Mattawomans, Piscataways, Patuxents, and Nacotchtanks. The area in which the Nacotchtank lived is now the District of Columbia. On the west bank of the Potomac river in what is now Virginia were the related tribes of the Patawomeck and the Doeg. Further west in the Appalachian Mountains, the Shawnee lived near Oldtown at a site abandoned around 1731. On the Eastern Shore of the Chesapeake, from south to north, there were the Nanticoke tribes: Annemessex, Assateagues, Wicomicoes, Nanticokes, Chicacone, and, on the north bank of the Choptank River, the Choptanks. The Tockwogh tribe lived near the headwaters of the Chesapeake near what is now Delaware. They were driven further north by enemies and eventually broke apart, with some staying in the region, others merging with the Nanticoke and others, known as the Conoy, migrated west into West Virginia. Some appeared around the end of the 18th century at Fort Detroit in Michigan.
"
when does the 14th season of grey's anatomy come out	"Anatomy developed little from classical times until the sixteenth century; as the historian Marie Boas writes, ""Progress in anatomy before the sixteenth century is as mysteriously slow as its development after 1500 is startlingly rapid"". Between 1275 and 1326, the anatomists Mondino de Luzzi, Alessandro Achillini and Antonio Benivieni at Bologna carried out the first systematic human dissections since ancient times. Mondino's ""Anatomy"" of 1316 was the first textbook in the medieval rediscovery of human anatomy. It describes the body in the order followed in Mondino's dissections, starting with the abdomen, then the thorax, then the head and limbs. It was the standard anatomy textbook for the next century.
"
who overthrew the mongols and established the ming dynasty	"The Gupta Empire was an ancient Indian empire existing from the mid-to-late 3rd century CE to 543 CE. At its zenith, from approximately 319 to 543 CE, it covered much of the Indian subcontinent. This period is considered as the Golden Age of India by some historians. The ruling dynasty of the empire was founded by the king Sri Gupta; the most notable rulers of the dynasty were Chandragupta I, Samudragupta, and Chandragupta II alias Vikramaditya. The 5th-century CE Sanskrit poet Kalidasa credits the Guptas with having conquered about twenty-one kingdoms, both in and outside India, including the kingdoms of Parasikas, the Hunas, the Kambojas, tribes located in the west and east Oxus valleys, the Kinnaras, Kiratas, and others.
"
where does us highway 1 start and end	"U.S. Route 1 or U.S. Highway 1 (US 1) is a major north–south U.S. Highway that serves the East Coast of the United States. It runs , from Key West, Florida north to Fort Kent, Maine, at the Canada–US border, making it the longest north–south road in the United States. US 1 is generally paralleled by Interstate 95 (I-95), though the former is significantly farther west (inland) between Jacksonville, Florida, and Petersburg, Virginia. The highway connects most of the major cities of the East Coast—including Miami, Jacksonville, Richmond, Washington, D.C., Baltimore, Philadelphia, New York City, Boston and Portland, passing from the Southeastern United States to New England.
"
where is wake forest located in north carolina	"The topography of the area is the result of a development from the southwest to the northeast. The oldest part of town is located in the southern part where later development moved toward the northeast. The shape of the city's contour follows the hillside on which it rests with an elongated inner city. The areas most recent structures are therefore in the northernmost part of the city. In the lower areas and north of the city the so-called PIP, where industrial plants are located.
"
who is the ceo of what's up	"Charlie Collier, the president of AMC, stated that it was ""a good day to be dead. We are so proud of this series, its depth of storytelling and the remarkable talent attached. As the network dedicated to bringing viewers the best stories on television, we are so pleased to have the opportunity with ""The Walking Dead"" to raise the bar within this popular genre and continue our commitment to being the home of premium television on basic cable."" Senior Vice President Joel Stillerman ascribed that much of its success came from the storytelling presented in the episode; """"The Walking Dead"" is that rare piece of programming that works on so many levels. It is legitimately great storytelling that is not only highly entertaining, but incredibly thought provoking as well. People who are familiar with the comic books know what's coming, but suffice it to say, this is only the beginning of a long, intense, and powerful ride. Long live ""The Walking Dead"".""
"
who won season 8 of america's next top model	"The contestants got a crash course in character acting from actress Tia Mowry, and were immediately thrown into an acting challenge with Efren Ramirez, who portrayed Pedro in the film Napoleon Dynamite. Renee was chosen as the best actress. She chose Dionne to share in her prize of a custom-made t-shirt. However, the real prize was a surprise visit from their families. Natasha began to have an emotional breakdown from missing her daughter. Despite being down, Natasha was able to push the thought out of her head and model (as Mr. Jay puts it) ""like a professional."" Excitement rose when girls from past seasons of ANTM showed up for their next photo shoot, where the Cycle 8 girls were to portray notorious, memorable moments from the contest's past:
"
who did the chiefs play in the playoffs	"The Steelers were the first team since the 2011 Green Bay Packers to play on both Thanksgiving and Christmas Day. The Steelers won the AFC North for the second time in three years and made the playoffs for the third straight year. The team also improved upon their 10–6 record from 2015. Le'Veon Bell made his career first playoff appearance with the Steelers in the 2016–17 playoffs. The Steelers went on to defeat the Miami Dolphins in the Wild Card round and the Kansas City Chiefs in the Divisional round before losing to the eventual Super Bowl champion New England Patriots 36–17 in the AFC Championship Game. This was the Steelers' first appearance in the AFC Championship Game since the 2010 NFL Season.
"
does archie end up with betty or veronica in riverdale	"The balance at the end of the billing cycle is multiplied by a factor in order to give the interest charge. This can result in an actual interest rate lower or higher than the expected one, since it does not take into account the average daily balance, that is, the time value of money actually lent by the bank. It does, however, take into account money that is left lent out over several months.
"
which layer of the meninges is connected to the brain	"The meninges (, ""singular:"" meninx ( or ), from , ""adjectival:"" meningeal ) are the three membranes that envelop the brain and spinal cord. In mammals, the meninges are the dura mater, the arachnoid mater, and the pia mater. Cerebrospinal fluid is located in the subarachnoid space between the arachnoid mater and the pia mater. The primary function of the meninges is to protect the central nervous system.
"
who are the characters in yo gabba gabba	"The Jungle Book (1894) is a collection of stories by the English author Rudyard Kipling. Most of the characters are animals such as Shere Khan the tiger and Baloo the bear, though a principal character is the boy or ""man-cub"" Mowgli, who is raised in the jungle by wolves. The stories are set in a forest in India; one place mentioned repeatedly is ""Seonee"" (Seoni), in the central
"
who is ishani in lies of the heart	"In the third week of fetal development the rudimentary heart (bilaterally symmetrical cardiac tube) undergoes a characteristic dextral looping, forming an asymmetrical structure with bulges that represent the incipient ventricular and atrial chambers of the heart. Arising from cells derived from the primary heart field in the cardiac crescent, ""HAND1"" goes from being expressed on both sides of the heart tube to the ventral surface of the caudal heart segment and the aortic sac, then being restricted to the outer curvature of the left ventricle in the looped heart. In conjunction with ""HAND2"" (a fellow bHLH transcription factor), complementary and overlapping expression patterns are thought to play a role in interpreting asymmetrical signals in the developing heart which leads to the characteristic looping. The two are implemented in cardiac development of embryos based on a crucial HAND gene dosage system. If ""HAND1"" is over or under expressed then morphological abnormalities can form; most notable are cleft lips and palates. Expression was modeled with a knock-in of phosphorylation to turn on and off gene expression which induced the craniofacial abnormalities.
"
who is the first indian climber of mount everest	"A metal staircase reaches the main deck level after 1,776 steps, and the SkyPod above after 2,579 steps; it is the tallest metal staircase on Earth. These stairs are intended for emergency use only and are not open to the public, except for twice per year for charity stair-climb events. The average climber takes approximately 30 minutes to climb to the base of the radome, but the fastest climb on record is 7 minutes and 52 seconds in 1989 by Brendan Keenoy, an Ontario Provincial Police officer. In 2002, Canadian Olympian and Paralympic champion Jeff Adams climbed the stairs of the tower in a specially designed wheelchair. The stairs were originally on one of the three sides of the tower (facing north), with a glass view, but these were later replaced with the third elevator pair and the stairs were moved to the inside of the core. Top climbs on the new, windowless stairwell used since around 2003 have generally been over ten minutes.
"
who plays the beast on the new beauty and the beast	"The Beast is not of any one species of animal, but a chimera (a mixture of several animals), who would probably be classified as a carnivore overall. He has the head structure and horns of a buffalo, the arms and body of a bear, the eyebrows of a gorilla, the jaws, teeth, and mane of a lion, the tusks of a wild boar and the legs and tail of a wolf. He also bears resemblance to mythical monsters like the Minotaur or a werewolf. He also has blue eyes, the one physical feature that does not change whether he is a beast or a human.
"
what is the name of the under butler in downton abbey	"Saint Fintán, or Munnu (died 635) is one of the Orthodox Saints of Ireland and Britain venerated in the Eastern Orthodox Church who served in Ireland and Scotland being the founder and abbot of the abbey at Teach-Mhunn - The House of Saint Munn - where his bed may be visited as a pilgrimage; today Taghmon is in the County Wexford, in the province of Leinster Ireland. In Scotland, he is venerated as the patron saint of Clan Campbell.
"
when was the drinking age set to 21	"From 1976 to 1983, several states voluntarily raised their purchase ages to 19 (or, less commonly, 20 or 21), in part to combat drunk driving fatalities. In 1984, Congress passed the National Minimum Drinking Age Act, which required states to raise their ages for purchase and public possession to 21 by October 1986 or lose 10% of their federal highway funds. By mid-1988, all 50 states and the District of Columbia had raised their purchase ages to 21 (but not Puerto Rico, Guam, or the Virgin Islands, see Additional Notes below). South Dakota and Wyoming were the final two states to comply with the age 21 mandate. The current drinking age of 21 remains a point of contention among many Americans, because of it being higher than the age of majority (18 in most states) and higher than the drinking ages of most other countries. The National Minimum Drinking Age Act is also seen as a congressional sidestep of the tenth amendment. Although debates have not been highly publicized, a few states have proposed legislation to lower their drinking age, while Guam raised its drinking age to 21 in July 2010.
"
architectural elements forming rib vaults eg wells cathedral	"A new variation of rib vault began to appear in England and in Normandy in the late 11th century. Romanesque churches traditionally covered the nave with a barrel vault, with round arches, or a groin vault, formed when two barrel vaults met at right angles. The newer churches and cathedrals used a Gothic rib vault, with a network of thin ribs which divided the vault into compartments. The ribs reached downward and outward to supporting columns and pillars, and later, outwards to buttress outside the walls. These vaults had an additional feature; they met in a pointed, or broken arch, rather than a rounded arch, which gave them greater strength and spread the thrust both outwards and downwards, like an open ladder. Since these vaults were essentially supported by the columns and buttresses, not the walls, the walls themselves could be higher and thinner, and could be filled with stained glass. The combination of the three elements; the broken, or pointed arch, which carried the directed the thrust outwards as well as downwards; the ribs, which carried the thrust downward to the pillars and outward to the buttresses; and the flying buttress which counterbalanced the thrust against the walls, were together the three crucial elements of Gothic architecture.. The earliest of the Gothic rib vaults are generally considered to be in the nave of Durham Cathedral, built between 1093 and 1104. The domed ceiling of the Romanesque Round Church, Cambridge in England, begun in 1130, has a similar system of ribs. The Norman-Romanesque Cefalu Cathedral in Sicily, begun in 1131, built after Sicily was conquered by the Normans, featured a similar kind rib vault, as did the Romanesque Lessay Abbey (11th century), in Normandy (destroyed in World War II but rebuilt.
"
who played lionel in as time goes by	"The 2017 NCAA Women's Division I Basketball Tournament was played from Friday, March 17 to Sunday, April 2, 2017, with the Final Four played at the American Airlines Center in Dallas, Texas on March 31 and April 2. This was the first time that the women's Final Four was played in Dallas and the first time since 2002 that the Final Four games were played on Friday and Sunday, rather than Sunday and Tuesday. South Carolina defeated Mississippi State to win the championship.
"
what is billy last name in where the red fern grows	"Over the next two days Jones mailed these out to radio programmers in key markets across the US. Gore heard her record played on the radio for the first time that Friday; the official release of ""It's My Party"" came later in the month, with the disc ascending to number one nationally in four weeks. Jones was abroad at the time of ""It's My Party""'s release. On his return he expressed dismay when Aaron Schroeder advised him that the rush release of ""It's My Party"" had precluded coining a more pleasant name for the singer than ""Lesley Gore,"" to which Schroeder replied: ""Didn't anybody tell you?...Quince, the record's number one. Do you really give a damn what her last name is?"" 
"
state the process that divides one nucleus into two genetically identical nuclei	"In cell biology, mitosis () is a part of the cell cycle when replicated chromosomes are separated into two new nuclei. Cell division gives rise to genetically identical cells in which the number of chromosomes is maintained. In general, mitosis (division of the nucleus) is preceded by the S stage of interphase (during which the DNA is replicated) and is often accompanied or followed by cytokinesis, which divides the cytoplasm, organelles and cell membrane into two new cells containing roughly equal shares of these cellular components. Mitosis and cytokinesis together define the mitotic (M) phase of an animal cell cycle—the division of the mother cell into two daughter cells genetically identical to each other.
"
when does the next warrior book come out	"Marin now knows what the next mutation will be and is proved right when food again goes missing from the fields. With Hafner only partially convinced, he seeks out the new creature. Hafner wants to shoot it, but Marin convinces him not to, knowing that a further mutated creature will be unstopable. They come face-to-face with the creature and the story ends with the line:- ""It looked very much like a man.""
"
when did the red guards start and end	"The history of Islam concerns the political, social, economic and developments of Islamicate civilization. Despite concerns about the reliability of early sources, most historians believe that Islam originated in Mecca and Medina at the start of the 7th century CE, approximately 600 years after the founding of Christianity. Muslims, however, believe that it did not start with Muhammad, but that it was the original faith of others whom they regard as prophets, such as Jesus, David, Moses, Abraham, Noah and Adam.
"
what is the meaning of the name sinead	"Thomas is recorded in the Greek New Testament as the name of Thomas the Apostle (one of the twelve apostles of Jesus). It is ultimately derived from the Aramaic personal name תאומא , meaning ""twin,"" and the English spelling Thomas is a transliteration of the Greek Θωμάς.
"
when did american idol end the first time	"On the voyages, two doves flew up. They talked, and one told the other that the falcon would pick out Milluccio's eyes the first time it saw him, but if Jennariello warned him, or did not bring him the bird, Jennariello would turn to marble; that the horse would break Milluccio's neck the first time he rode it, but if Jennariello warned him, or did not bring him the horse, he would turn to marble; and that a dragon would eat Milluccio and Liviella on their wedding night, but if Jennariello warned him, or did not bring him Liviella, Jennariello would turn to stone.
"
how many nfl teams has st louis had	"For much of the first half of the 20th century, both Army and Navy were often national powers, and the game occasionally had national championship implications. However, since 1963, only the 1996, 2010, 2016 and 2017 games have seen both teams enter with winning records. Nonetheless, the game is considered a college football institution. It has aired nationally on radio since 1930, and has been nationally televised every year since 1945.
"
the heart muscle is stimulated to contract by electrical impulses which are generated where	"A pacemaker (or artificial pacemaker, so as not to be confused with the natural pacemaker of the heart) is a medical device that generates electrical impulses delivered by electrodes to contract the heart muscles and regulate the electrical conduction system of the heart.
"
what is an example of a tricyclic antidepressant	"Bero went on to advocate for policy changes at both policy and community levels, for example to end tobacco sales in San Francisco pharmacies. She is a co-author of The Cigarette Papers, a collection of documents published in 1996 that played a key role in litigation of tobacco companies. It has been called ""the Pentagon Papers of tobacco.""
"
who was the baby in ghost busters 2	"BULLET::::- Leo Howard as Sven, a student who asked Abby out in Season 2 after the tray incident, hurting Eric's feelings
"
who sang the song a white sports coat and a pink carnation	"The white coat ceremony (WCC) is a relatively new ritual in some medical (MD, DO), dental, optometry, audiology, chiropractic, Dietitians, occupational therapy, physical therapy, podiatric, pharmacy, physician assistant, pathologists' assistant, nursing, naturopathic and veterinary schools that marks the student's transition from the study of preclinical to clinical health sciences. At some schools, where students begin meeting patients early in their education, the white coat ceremony is held before the first year begins. It is an example of a matriculation.
"
who played cory's older brother on boy meets world	"The series follows a dysfunctional working-class family and stars Frankie Muniz in the lead role of Malcolm, a somewhat normal boy who tests at genius level. While he enjoys his intelligence, he despises having to take classes for gifted children, who are mocked by the other students who call them ""Krelboynes"". Jane Kaczmarek is Malcolm's overbearing, authoritarian mother, Lois, and Bryan Cranston plays his immature but loving father, Hal. Christopher Kennedy Masterson plays eldest brother Francis, a former rebel who, in earlier episodes, was in military school, but eventually marries and settles into a steady job. Justin Berfield is Malcolm's dimwitted older brother Reese, a cruel bully who tortures Malcolm at home, even while he defends him at school. Younger brother Dewey, bitter about his ruined childhood, smart, and musically talented, is portrayed by Erik Per Sullivan. In earlier episodes the show's focus was on Malcolm, but as the series progressed, it began to explore all six members of the family. A fifth son, Jamie, was introduced as a baby at the end of Season 4.
"
cast of the have and have nots play	"After the hiker's visit, the students find an old wooden box, containing medals, gold coins and jewelry. Unaware that they have come across some of Herzog's war loot, and having already forgotten their visitor's tale of the Nazis years prior, the students play with the gold pieces and discuss selling them.
"
when did television come out in the us	"Despite the phrase entering into popular culture, it is a misquotation and has never been said in any of the television series or films, contrary to popular belief. There have, however, been several ""near misses"" of phrasing. In the Original Series episodes ""The Gamesters of Triskelion"" and ""The Savage Curtain"", Kirk said, ""Scotty, beam us up""; while in the episode """", Kirk simply said, ""Beam me up"". The episodes ""The Lorelei Signal"" and ""The Infinite Vulcan"" used the phrasing ""Beam us up, Scotty"". The original film series has the wording ""Scotty, beam me up"" in """" and ""Beam them out of there, Scotty"" in ""Star Trek Generations"". The complete phrase was eventually said by William Shatner in the audio adaptation of his non-canon novel ""Star Trek: The Ashes of Eden"".
"
who are the australia's got talent judges	"India's Next Superstars (INS) is an Indian talent search reality television show, which aired on Star Plus and streamed on Hotstar. Karan Johar and Rohit Shetty were the judges of the show. Aman Gandotra and Natasha Bharadwaj were declared as winners. Runners Up were Naina Singh, Ashish Mehrotra, Harshvardhan Deo and Shruti Sharma.
"
